"Exchange","Asset Class","Product Name","Product Code","Ratio","Side","Start Period","End Period","Single Period","Maintenance","Currency"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","12/2028
03/2029","12/2028
03/2029","12/2028
03/2029","18.00","USD"
"CME","FX","SWISS FRANC","MSF","1
2
1","A
B
A","03/2029
06/2029
09/2029","03/2029
06/2029
09/2029","03/2029
06/2029
09/2029","11.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","03/2029
06/2029","03/2029
06/2029","03/2029
06/2029","18.00","USD"
"CME","FX","SWISS FRANC","MSF","1
2
1","A
B
A","06/2029
09/2029
12/2029","06/2029
09/2029
12/2029","06/2029
09/2029
12/2029","11.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","06/2029
09/2029","06/2029
09/2029","06/2029
09/2029","18.00","USD"
"CME","FX","SWISS FRANC","MSF","1
2
1","A
B
A","09/2029
12/2029
03/2030","09/2029
12/2029
03/2030","09/2029
12/2029
03/2030","11.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","09/2029
12/2029","09/2029
12/2029","09/2029
12/2029","18.00","USD"
"CME","FX","SWISS FRANC","MSF","1
2
1","A
B
A","12/2029
03/2030
06/2030","12/2029
03/2030
06/2030","12/2029
03/2030
06/2030","11.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","12/2029
03/2030","12/2029
03/2030","12/2029
03/2030","18.00","USD"
"CME","FX","SWISS FRANC","MSF","1
2
1","A
B
A","03/2030
06/2030
09/2030","03/2030
06/2030
09/2030","03/2030
06/2030
09/2030","11.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","03/2030
06/2030","03/2030
06/2030","03/2030
06/2030","18.00","USD"
"CME","FX","SWISS FRANC","MSF","1
2
1","A
B
A","06/2030
09/2030
12/2030","06/2030
09/2030
12/2030","06/2030
09/2030
12/2030","11.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","06/2030
09/2030","06/2030
09/2030","06/2030
09/2030","18.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","09/2030
12/2030","09/2030
12/2030","09/2030
12/2030","18.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","B
A","03/2026
03/2026","12/2026
12/2026","","35.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","03/2026
03/2027","12/2026
12/2027","","95.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","03/2026
03/2028","12/2026
12/2030","","105.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","B
A","03/2027
03/2027","12/2027
12/2027","","32.50","USD"
"CME","FX","SWISS FRANC","MSF","1
1","A
B","03/2027
03/2028","12/2027
12/2030","","60.00","USD"
"CME","FX","SWISS FRANC","MSF","1
1","B
A","03/2028
03/2028","12/2030
12/2030","","60.00","USD"
"CME","FX","NEW ZEALAND DOLLAR","NE","1
2
1","A
B
A","03/2026
06/2026
09/2026","03/2026
06/2026
09/2026","03/2026
06/2026
09/2026","45.00","USD"
"CME","FX","NEW ZEALAND DOLLAR","NE","1
1","A
B","03/2026
06/2026","03/2026
06/2026","03/2026
06/2026","50.00","USD"
"CME","FX","NEW ZEALAND DOLLAR","NE","1
2
1","A
B
A","06/2026
09/2026
12/2026","06/2026
09/2026
12/2026","06/2026
09/2026
12/2026","45.00","USD"
"CME","FX","NEW ZEALAND DOLLAR","NE","1
1","A
B","06/2026
09/2026","06/2026
09/2026","06/2026
09/2026","50.00","USD"
"CME","FX","NEW ZEALAND DOLLAR","NE","1
2
1","A
B
A","09/2026
12/2026
03/2027","09/2026
12/2026
03/2027","09/2026
12/2026
03/2027","45.00","USD"
"CME","FX","NEW ZEALAND DOLLAR","NE","1
1","A
B","09/2026
12/2026","09/2026
12/2026","09/2026
12/2026","50.00","USD"
"CME","FX","NEW ZEALAND DOLLAR","NE","1
2
1","A
B
A","12/2026
03/2027
06/2027","12/2026
03/2027
06/2027","12/2026
03/2027
06/2027","45.00","USD"
"CME","FX","NEW ZEALAND DOLLAR","NE","1
1","A
B","12/2026
03/2027","12/2026
03/2027","12/2026
03/2027","50.00","USD"
"CME","FX","NEW ZEALAND DOLLAR","NE","1
1","A
B","03/2027
06/2027","03/2027
06/2027","03/2027
06/2027","50.00","USD"
"CME","FX","NEW ZEALAND DOLLAR","NE","1
1","B
A","03/2026
03/2026","06/2027
06/2027","","100.00","USD"
"CME","FX","POLISH ZLOTY","PZ","1
1","B
A","03/2026
03/2026","06/2027
06/2027","","275.00","USD"
"CME","FX","CROSS RATE HUNGARIAN FORINT/ EURO FX","R","1
1","B
A","03/2026
03/2026","06/2027
06/2027","","450.00","EUR"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","02/2026
03/2026","02/2026
03/2026","02/2026
03/2026","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","03/2026
04/2026","03/2026
04/2026","03/2026
04/2026","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","04/2026
05/2026","04/2026
05/2026","04/2026
05/2026","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","05/2026
06/2026","05/2026
06/2026","05/2026
06/2026","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","06/2026
07/2026","06/2026
07/2026","06/2026
07/2026","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","07/2026
08/2026","07/2026
08/2026","07/2026
08/2026","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","08/2026
09/2026","08/2026
09/2026","08/2026
09/2026","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","09/2026
10/2026","09/2026
10/2026","09/2026
10/2026","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","10/2026
11/2026","10/2026
11/2026","10/2026
11/2026","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","11/2026
12/2026","11/2026
12/2026","11/2026
12/2026","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","12/2026
01/2027","12/2026
01/2027","12/2026
01/2027","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","01/2027
02/2027","01/2027
02/2027","01/2027
02/2027","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","02/2027
03/2027","02/2027
03/2027","02/2027
03/2027","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","03/2027
06/2027","03/2027
06/2027","03/2027
06/2027","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","06/2027
09/2027","06/2027
09/2027","06/2027
09/2027","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","A
B","09/2027
12/2027","09/2027
12/2027","09/2027
12/2027","49.00","USD"
"CME","FX","AFRICAN RAND","RA","1
1","B
A","01/2026
01/2026","12/2027
12/2027","","64.00","USD"
"CME","FX","CROSS RATE EURO FX/SWISS FRANC","RF","1
1","B
A","03/2026
03/2026","06/2027
06/2027","","225.00","CHF"
"CME","FX","CHINESE RENMINBI","RMB","1
1","B
A","01/2026
01/2026","12/2028
12/2028","","1700.00","USD"
"CME","FX","CROSS RATE CHINESE RENMINBI/EURO","RME","1
1","B
A","01/2026
01/2026","06/2027
06/2027","","1900.00","EUR"
"CME","FX","CROSS RATE EURO FX/BRITISH POUND","RP","1
1","B
A","01/2026
01/2026","06/2027
06/2027","","100.00","GBP"
"CME","FX","CROSS RATE EURO FX/JAPANESE YEN","RY","1
1","B
A","03/2026
03/2026","06/2027
06/2027","","20000.00","JPY"
"CME","FX","SWEDISH KRONA","SE","1
1","A
B","03/2026
06/2026","03/2026
06/2026","03/2026
06/2026","200.00","USD"
"CME","FX","SWEDISH KRONA","SE","1
1","A
B","06/2026
09/2026","06/2026
09/2026","06/2026
09/2026","200.00","USD"
"CME","FX","SWEDISH KRONA","SE","1
1","A
B","09/2026
12/2026","09/2026
12/2026","09/2026
12/2026","200.00","USD"
"CME","FX","SWEDISH KRONA","SE","1
1","A
B","12/2026
03/2027","12/2026
03/2027","12/2026
03/2027","200.00","USD"
"CME","FX","SWEDISH KRONA","SE","1
1","A
B","03/2027
06/2027","03/2027
06/2027","03/2027
06/2027","200.00","USD"
"CME","FX","SWEDISH KRONA","SE","1
1","B
A","03/2026
03/2026","06/2027
06/2027","","275.00","USD"
"CME","FX","SINGAPORE DOLLAR/U.S. DOLLAR (SGD/USD) FUTURES","SGD","1
1","A
B","02/2026
03/2026","02/2026
03/2026","02/2026
03/2026","300.00","USD"
"CME","FX","SINGAPORE DOLLAR/U.S. DOLLAR (SGD/USD) FUTURES","SGD","1
1","A
B","03/2026
04/2026","03/2026
04/2026","03/2026
04/2026","300.00","USD"
"CME","FX","SINGAPORE DOLLAR/U.S. DOLLAR (SGD/USD) FUTURES","SGD","1
1","A
B","04/2026
05/2026","04/2026
05/2026","04/2026
05/2026","300.00","USD"
"CME","FX","SINGAPORE DOLLAR/U.S. DOLLAR (SGD/USD) FUTURES","SGD","1
1","A
B","05/2026
06/2026","05/2026
06/2026","05/2026
06/2026","300.00","USD"
"CME","FX","SINGAPORE DOLLAR/U.S. DOLLAR (SGD/USD) FUTURES","SGD","1
1","A
B","06/2026
07/2026","06/2026
07/2026","06/2026
07/2026","300.00","USD"
"CME","FX","SINGAPORE DOLLAR/U.S. DOLLAR (SGD/USD) FUTURES","SGD","1
1","A
B","07/2026
09/2026","07/2026
09/2026","07/2026
09/2026","300.00","USD"
"CME","FX","SINGAPORE DOLLAR/U.S. DOLLAR (SGD/USD) FUTURES","SGD","1
1","A
B","09/2026
12/2026","09/2026
12/2026","09/2026
12/2026","300.00","USD"
"CME","FX","SINGAPORE DOLLAR/U.S. DOLLAR (SGD/USD) FUTURES","SGD","1
1","B
A","01/2026
01/2026","12/2026
12/2026","","400.00","USD"
"CME","FX","INRUSD FUTURES","SIR","1
1","B
A","01/2026
01/2026","12/2027
12/2027","","125.00","USD"
"CME","FX","CROSS RATE SWISS FRANC/JAPANESE YEN","SJ","1
1","B
A","03/2026
03/2026","06/2027
06/2027","","100000.00","JPY"
"CME","FX","THAI BAHT/U.S. DOLLAR (THB/USD) FUTURES","THAI","1
1","B
A","01/2026
01/2026","12/2026
12/2026","","500.00","USD"
"CME","FX","TURKISH LIRA/US DOLLAR FUTURE","TRL","1
1","B
A","03/2026
03/2026","06/2027
06/2027","","2000.00","USD"
"CME","FX","NORWEGIAN KRONE","UN","1
1","A
B","03/2026
06/2026","03/2026
06/2026","03/2026
06/2026","150.00","USD"
"CME","FX","NORWEGIAN KRONE","UN","1
1","A
B","06/2026
09/2026","06/2026
09/2026","06/2026
09/2026","150.00","USD"
"CME","FX","NORWEGIAN KRONE","UN","1
1","A
B","09/2026
12/2026","09/2026
12/2026","09/2026
12/2026","150.00","USD"
"CME","FX","NORWEGIAN KRONE","UN","1
1","A
B","12/2026
03/2027","12/2026
03/2027","12/2026
03/2027","150.00","USD"
"CME","FX","NORWEGIAN KRONE","UN","1
1","A
B","03/2027
06/2027","03/2027
06/2027","03/2027
06/2027","150.00","USD"
"CME","FX","NORWEGIAN KRONE","UN","1
1","B
A","03/2026
03/2026","06/2027
06/2027","","250.00","USD"
"CME","FX","POLISH ZLOTY/EURO FX","Z","1
1","B
A","03/2026
03/2026","06/2027
06/2027","","625.00","EUR"
"CME","INTEREST RATES","EURO SHORT TERM RATE FUTURE","ESR","1
1","B
A","10/2025
10/2025","12/2028
12/2028","","100.00","EUR"
"CME","INTEREST RATES","EURO SHORT TERM RATE SPREAD FUTURES","EUS","1
1","B
A","01/2026
01/2026","12/2028
12/2028","","125.00","EUR"
"CME","INTEREST RATES","3M SONIA FUTURES","SON","1
1","B
A","12/2025
12/2025","12/2025
12/2025","","150.00","GBP"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","01/2026
02/2026
03/2026
04/2026","01/2026
02/2026
03/2026
04/2026","","260.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","01/2026
02/2026
03/2026","01/2026
02/2026
03/2026","","195.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
02/2026","01/2026
02/2026","","295.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","01/2026
03/2026
05/2026","01/2026
03/2026
05/2026","","275.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
03/2026","01/2026
03/2026","","395.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","01/2026
03/2026
05/2026
07/2026","01/2026
03/2026
05/2026
07/2026","","240.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","01/2026
04/2026
07/2026
10/2026","01/2026
04/2026
07/2026
10/2026","","400.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","01/2026
04/2026
07/2026","01/2026
04/2026
07/2026","","300.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
04/2026","01/2026
04/2026","","535.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","01/2026
05/2026
09/2026
01/2027","01/2026
05/2026
09/2026
01/2028","","705.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","01/2026
05/2026
09/2026","01/2026
05/2026
09/2026","","480.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
05/2026","01/2026
05/2026","","705.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","01/2026
06/2026
11/2026","01/2026
06/2026
11/2026","","520.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
06/2026","01/2026
06/2026","","805.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","01/2026
07/2026
01/2027","01/2026
07/2026
01/2028","","705.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
07/2026","01/2026
07/2026","","905.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
08/2026","01/2026
08/2026","","1030.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
09/2026","01/2026
09/2026","","1105.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
10/2026","01/2026
10/2026","","1105.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
11/2026","01/2026
11/2026","","1105.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
12/2026","01/2026
12/2026","","1105.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","01/2026
01/2027","01/2026
01/2028","","1105.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
03/2026","02/2026
03/2026","","200.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","02/2026
03/2026
04/2026
05/2026","02/2026
03/2026
04/2026
05/2026","","200.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","02/2026
03/2026
04/2026","02/2026
03/2026
04/2026","","145.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
04/2026","02/2026
04/2026","","340.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","02/2026
04/2026
06/2026
08/2026","02/2026
04/2026
06/2026
08/2026","","240.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","02/2026
04/2026
06/2026","02/2026
04/2026
06/2026","","180.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","02/2026
05/2026
08/2026
11/2026","02/2026
05/2026
08/2026
11/2026","","400.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
05/2026","02/2026
05/2026","","500.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","02/2026
05/2026
08/2026","02/2026
05/2026
08/2026","","320.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
06/2026","02/2026
06/2026","","560.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","02/2026
06/2026
10/2026","02/2026
06/2026
10/2026","","400.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","02/2026
07/2026
12/2026","02/2026
07/2026
12/2026","","480.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
07/2026","02/2026
07/2026","","615.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
08/2026","02/2026
08/2026","","740.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
09/2026","02/2026
09/2026","","815.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
10/2026","02/2026
10/2026","","815.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
11/2026","02/2026
11/2026","","815.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
12/2026","02/2026
12/2026","","815.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","02/2026
01/2027","02/2026
01/2028","","815.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","03/2026
04/2026","03/2026
04/2026","","200.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","03/2026
04/2026
05/2026
06/2026","03/2026
04/2026
05/2026
06/2026","","150.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","03/2026
04/2026
05/2026","03/2026
04/2026
05/2026","","145.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","03/2026
05/2026","03/2026
05/2026","","340.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","03/2026
05/2026
07/2026
09/2026","03/2026
05/2026
07/2026
09/2026","","240.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","03/2026
05/2026
07/2026","03/2026
05/2026
07/2026","","180.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","03/2026
06/2026","03/2026
06/2026","","480.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","03/2026
06/2026
09/2026
12/2026","03/2026
06/2026
09/2026
12/2026","","415.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","03/2026
06/2026
09/2026","03/2026
06/2026
09/2026","","260.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","03/2026
07/2026
11/2026","03/2026
07/2026
11/2026","","400.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","03/2026
07/2026","03/2026
07/2026","","515.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","03/2026
08/2026
01/2027","03/2026
08/2026
01/2028","","565.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","03/2026
08/2026","03/2026
08/2026","","640.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","03/2026
09/2026","03/2026
09/2026","","715.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","03/2026
10/2026","03/2026
10/2026","","715.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","03/2026
11/2026","03/2026
11/2026","","715.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","03/2026
12/2026","03/2026
12/2026","","715.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","03/2026
01/2027","03/2026
01/2028","","715.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","04/2026
05/2026","04/2026
05/2026","","200.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","04/2026
05/2026
06/2026
07/2026","04/2026
05/2026
06/2026
07/2026","","160.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","04/2026
05/2026
06/2026","04/2026
05/2026
06/2026","","145.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","04/2026
06/2026","04/2026
06/2026","","320.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","04/2026
06/2026
08/2026","04/2026
06/2026
08/2026","","160.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","04/2026
06/2026
08/2026
10/2026","04/2026
06/2026
08/2026
10/2026","","220.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","04/2026
07/2026","04/2026
07/2026","","420.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","04/2026
07/2026
10/2026
01/2027","04/2026
07/2026
10/2026
01/2028","","440.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","04/2026
07/2026
10/2026","04/2026
07/2026
10/2026","","240.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","04/2026
08/2026
12/2026","04/2026
08/2026
12/2026","","425.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","04/2026
08/2026","04/2026
08/2026","","500.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","04/2026
09/2026","04/2026
09/2026","","575.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","04/2026
10/2026","04/2026
10/2026","","575.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","04/2026
11/2026","04/2026
11/2026","","575.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","04/2026
12/2026","04/2026
12/2026","","575.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","04/2026
01/2027","04/2026
01/2028","","640.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","05/2026
06/2026
07/2026
08/2026","05/2026
06/2026
07/2026
08/2026","","80.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","05/2026
06/2026","05/2026
06/2026","","140.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","05/2026
06/2026
07/2026","05/2026
06/2026
07/2026","","100.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","05/2026
07/2026","05/2026
07/2026","","260.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","05/2026
07/2026
09/2026
11/2026","05/2026
07/2026
09/2026
11/2026","","205.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","05/2026
07/2026
09/2026","05/2026
07/2026
09/2026","","160.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","05/2026
08/2026
11/2026","05/2026
08/2026
11/2026","","255.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","05/2026
08/2026","05/2026
08/2026","","340.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","05/2026
09/2026
01/2027","05/2026
09/2026
01/2028","","405.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","05/2026
09/2026","05/2026
09/2026","","405.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","05/2026
10/2026","05/2026
10/2026","","405.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","05/2026
11/2026","05/2026
11/2026","","405.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","05/2026
12/2026","05/2026
12/2026","","440.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","05/2026
01/2027","05/2026
01/2028","","440.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","06/2026
07/2026","06/2026
07/2026","","130.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","06/2026
07/2026
08/2026
09/2026","06/2026
07/2026
08/2026
09/2026","","80.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","06/2026
07/2026
08/2026","06/2026
07/2026
08/2026","","80.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","06/2026
08/2026
10/2026","06/2026
08/2026
10/2026","","160.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1
1
1","A
B
B
A","06/2026
08/2026
10/2026
12/2026","06/2026
08/2026
10/2026
12/2026","","230.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","06/2026
08/2026","06/2026
08/2026","","230.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
2
1","A
B
A","06/2026
09/2026
12/2026","06/2026
09/2026
12/2026","","305.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","06/2026
09/2026","06/2026
09/2026","","305.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","06/2026
10/2026","06/2026
10/2026","","305.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","06/2026
11/2026","06/2026
11/2026","","320.00","USD"
"CME","INTEREST RATES","1M SOFR FUTURES","SR1","1
1","A
B","06/2026
12/2026","06/2026
12/2026","","340.00","USD"
